feature,log2FC,p_value,q_value,neglog10p,snr,is_high_snr,is_volcano_hit,direction
0,0.14370493927209754,0.05882003619697548,0.25573928781293687,1.230474712570502,0.38252639054452187,False,False,up
1,0.02740380791994948,0.8368036710402562,0.9563470526174357,0.07737642323178544,0.04130667233190773,False,False,up
2,0.5004450227225842,5.681140609616193e-06,4.0579575782972806e-05,5.2455644616953325,0.9600916800435867,False,False,up
3,0.06342824517942558,0.5991925096521684,0.8819007623073477,0.22243362427565147,0.10546672707652112,False,False,up
4,0.0731316376695376,0.5120790871621876,0.8711465854012075,0.29066295998969555,0.13161040251038483,False,False,up
5,-0.03048909180369254,0.7854245078752341,0.9378166648984795,0.10489555141177183,0.05460340434469466,False,False,down
6,0.20636321219117762,0.06245747616198823,0.2657764943063329,1.2044155691142624,0.37690601961523484,False,False,up
7,0.4539460052840537,4.6314177748202527e-07,4.027319804191524e-06,6.334286041913549,1.0893620280190532,False,False,up
8,0.030243341479879112,0.8095099606276662,0.9467952755879137,0.09177780309464957,0.048342148094964434,False,False,up
9,-0.7470513359533207,3.9252609165417836e-10,1.3084203055139279e-08,9.406131469912824,1.3929226632076779,False,False,down
10,-0.0008745986177606391,0.9933936133237217,0.9950151588469387,0.0028786364760698966,0.0016606302291789124,False,False,down
11,0.19341290815190412,0.015611546980612016,0.08673081655895565,1.806554059663076,0.4921863734435872,False,False,up
12,-0.0028111427522026153,0.9805910771390803,0.9950151588469387,0.008512062922280947,0.004878122330068478,False,False,down
13,0.12539028892617224,0.2792193789538056,0.6728177806115798,0.5540544432099157,0.21763203346874474,False,False,up
14,0.03291804902128756,0.7038427703841794,0.9041502433456505,0.1525243459443406,0.07625394954253518,False,False,up
15,-0.6368277538624234,4.1513841354293987e-07,3.953699176599428e-06,6.381807078671925,1.0867771538177162,False,False,down
16,0.02782412862219868,0.8501496562399142,0.9660791548180844,0.07050461645259068,0.03788553839216721,False,False,up
17,0.07584982626878856,0.5078431465104674,0.8711465854012075,0.29427040410156147,0.13293324844441734,False,False,up
18,0.08742181699597269,0.5267345451040537,0.8711465854012075,0.2784081981488984,0.12707114481157483,False,False,up
19,0.12517524217233125,0.330545991516604,0.7443908280406824,0.4807681050974055,0.19557464132699134,False,False,up
20,0.009167046007935487,0.9387140410693173,0.9950151588469387,0.02746668600831239,0.015419379853895418,False,False,up
21,0.08805697011377323,0.41670983534768447,0.8013650679763162,0.3801662490343982,0.16311937264104487,False,False,up
22,0.043849048943589305,0.6723609389102569,0.9041502433456505,0.1723975250191353,0.08483738519533916,False,False,up
23,0.056415006219447755,0.6982524057153886,0.9041502433456505,0.15598755933319655,0.07777473340604243,False,False,up
24,0.03275185010322015,0.7646296392456161,0.9314290270550845,0.11654887148657658,0.06005560235506763,False,False,up
25,-0.3672901863241882,0.00010944787362069359,0.000729652490804624,3.960792671590521,0.8085423505514159,False,False,down
26,-0.029094911021857076,0.7509535075536234,0.9314290270550845,0.12438694986392229,0.06365720450207511,False,False,down
27,-0.1578686099991852,0.3350718695301297,0.7443908280406824,0.4748620311938243,0.1937459541363763,False,False,down
28,0.04555842630780274,0.7391817581728359,0.929788375060171,0.13124875935103353,0.06677664807399362,False,False,up
29,0.032360981116146686,0.8249187426775679,0.9536632863324486,0.08358882883766643,0.044363187721986636,False,False,up
30,0.34466317550631753,0.0043083103193294284,0.02692693949580893,2.3656930228488307,0.5845513517002453,False,False,up
31,0.24316232358427595,0.04902412169542934,0.2228369167974061,1.3095901783077126,0.398648743440231,False,False,up
32,-0.5266500864804723,3.674667964720649e-08,4.384725233981671e-07,7.434781896744215,1.2007380126611766,False,False,down
33,-0.048529921126212766,0.6349368785924152,0.8880236064229583,0.19726944737193972,0.09525729896260855,False,False,down
34,-0.1799214639891177,0.18370910472695115,0.5691686401865987,0.7358693192810835,0.2677822392127491,False,False,down
35,-0.004348797825308112,0.9634012068360658,0.9950151588469387,0.01619281398804143,0.009201993436208806,False,False,down
36,0.0006994609798907538,0.9950151588469387,0.9950151588469387,0.0021703028186676587,0.0012527722582563292,False,False,up
37,0.14865859774997073,0.24915198662493437,0.6377636470405862,0.6035356456119012,0.2318658851344932,False,False,up
38,0.16465755516545552,0.17586155121303318,0.5582906387715338,0.7548291004017955,0.27275884681215773,False,False,up
39,0.08619017416249128,0.3913791853609495,0.7987330313488765,0.4074022750583344,0.17219205594181877,False,False,up
40,0.05412668665209632,0.5961273061968646,0.8819007623073477,0.224660984429521,0.1063468162668926,False,False,up
41,-0.2281777014510793,0.05486076006180591,0.24382560027469294,1.2607381798091124,0.38890144488367956,False,False,down
42,0.024980671238854897,0.8185509283732402,0.951803405085163,0.08695429459853551,0.04600634725857987,False,False,up
43,0.0910145204261927,0.4015280590228074,0.8013650679763162,0.39628410056466595,0.16856002429664674,False,False,up
44,0.7085975276087632,1.4276338213399505e-09,2.855267642679901e-08,8.845383171946889,1.3370867980514827,False,False,up
45,0.35388591533265323,0.010875184448792877,0.06394239093355998,1.9635633684502332,0.5192660562819997,False,False,up
46,0.22512175281911703,0.03010403998522489,0.15052019992612445,1.5213752178428892,0.44021872958628094,False,False,up
47,-0.20156918873571636,0.17044693742122657,0.5576161046126211,0.7684107977381751,0.2762670570867183,False,False,down
48,0.03795593712060858,0.761214568790056,0.9314290270550845,0.11849290839791557,0.06094838371400091,False,False,up
49,0.10418761219799634,0.48514063115664163,0.8586559843480384,0.31413235112497906,0.14014403064223005,False,False,up
50,0.2505258885485337,0.018957590925268785,0.10247346446091235,1.7222168523532526,0.47726177092604166,False,False,up
51,-0.07306134008521821,0.5451745780195413,0.8711465854012075,0.2634644039071466,0.12145120719816437,False,False,down
52,0.013686397769191259,0.8813661917398167,0.9840779460062364,0.05484361257631981,0.02992765141579098,False,False,up
53,-0.8855438442333089,1.1585689062718942e-10,8.868847163478743e-09,9.93607813129678,1.4433446452097198,False,True,down
54,-0.048626754242720706,0.6217400374266802,0.8819007623073477,0.20639116500500343,0.09899093249378588,False,False,down
55,0.11159595193765388,0.406861440516434,0.8013650679763162,0.3905534675919229,0.16660714690037487,False,False,up
56,0.013547952063815757,0.9004313205957064,0.9840779460062364,0.04554940691306555,0.025089868961855395,False,False,up
57,0.029680388797185677,0.7909651868703327,0.9378166648984795,0.10184263089275405,0.053160999205763886,False,False,up
58,0.06940607366703705,0.5264054085726693,0.8711465854012075,0.2786796571957761,0.127159967228717,False,False,up
59,-0.1513589114617554,0.24678474943266987,0.6377636470405862,0.6076816819235665,0.23307623471724911,False,False,down
60,-0.1901402881426744,0.1482987258777831,0.5027075453484172,0.8288625802367907,0.29141720093176976,False,False,down
61,0.557181826313231,3.6204550917073465e-10,1.3084203055139279e-08,9.441236835158875,1.3953074151810367,False,False,up
62,0.05695957713449687,0.4708499538361005,0.848378295200181,0.32711746782413786,0.14479180006238906,False,False,up
63,0.5821133637676399,4.2119323771542766e-08,4.433833915836315e-07,7.375518610056471,1.1909447976487377,False,False,up
64,0.1640216670545067,0.14001329413589134,0.4856848656782998,0.853830726494955,0.29757264764231056,False,False,up
65,0.43793188123638205,0.0033774576410188183,0.021790049296895604,2.4714100890526813,0.6009022198032141,False,False,up
66,0.16800104442785332,0.08803820432849321,0.3452478601117381,1.0553288241170968,0.3446375540101176,False,False,up
67,-0.5811138279519195,3.72701644888442e-08,4.384725233981671e-07,7.428638690518505,1.1950560084576005,False,False,down
68,0.0955568708145364,0.33869782675851046,0.7443908280406824,0.4701875899801549,0.19228776803989095,False,False,up
69,-0.1540833362161728,0.15084495597709233,0.5028165199236411,0.821469207384518,0.2895772044488319,False,False,down
70,-0.2884324401308973,0.036489527469907655,0.1737596546186079,1.4378317606019286,0.42411840077424073,False,False,down
71,-0.11567532538511974,0.3385801685955715,0.7443908280406824,0.4703384830898671,0.19247722451149746,False,False,down
72,0.28105188649595597,0.08594222036215937,0.3437688814486375,1.065793430282357,0.3470205270262391,False,False,up
73,0.06292868866928564,0.6091118379669145,0.8819007623073477,0.21530295999004345,0.1026018068690511,False,False,up
74,-0.057769365076992304,0.5324267775086547,0.8711465854012075,0.2737401105380756,0.12530600552692867,False,False,down
75,-0.5608466386172302,1.3566767981365196e-09,2.855267642679901e-08,8.867523602232756,1.3406179391280653,False,False,down
76,-0.0751962185905134,0.5562836757849074,0.8711465854012075,0.2547036842988924,0.11807988264708896,False,False,down
77,-0.004777998882689393,0.95299591278724,0.9950151588469387,0.02090896196162578,0.011822905473437017,False,False,down
78,0.039174715464760104,0.8000471488066387,0.9412319397725161,0.09688441817908812,0.05079505800845371,False,False,up
79,-0.12847817351991844,0.3188541131527784,0.7329979612707549,0.4964079763306911,0.20038354350522114,False,False,down
80,0.018192868353209612,0.8884256256131127,0.9840779460062364,0.051378923219166775,0.02813241669269538,False,False,up
81,-0.049882630190408894,0.627028755146064,0.8831390917550198,0.2027125422396073,0.09749626379165553,False,False,down
82,-0.0037842403845441117,0.9748758505051511,0.9950151588469387,0.011050687761529968,0.0063163088664229625,False,False,down
83,0.14827349505964968,0.1073332697406224,0.4050312065683864,0.9692656403341262,0.32505104690620995,False,False,up
84,0.05505482796030287,0.619895864269784,0.8819007623073477,0.20768126110092364,0.09951819369251332,False,False,up
85,0.02368474978701897,0.8331766166969469,0.9563470526174357,0.07926292713282264,0.04224442198313524,False,False,up
86,-0.03305301177492958,0.7924550818392151,0.9378166648984795,0.10102534521396661,0.052768597116837734,False,False,down
87,-0.042396811368453156,0.6876562593364346,0.9041502433456505,0.16262859952444653,0.08064640173814189,False,False,down
88,-0.5598135167147634,9.278314612446778e-10,2.6509470321276507e-08,9.032530905353257,1.3562409515358047,False,False,down
89,0.6795009418206374,3.317571819598678e-08,4.384725233981671e-07,7.479179666649576,1.2143185395343488,False,False,up
90,-0.06436309612168327,0.5171331926253377,0.8711465854012075,0.2863975857796944,0.13005307544289715,False,False,down
91,-0.1420126295011744,0.23283321128983728,0.6330193070069468,0.6329550719122568,0.2401774796402712,False,False,down
92,0.06182154802189619,0.5678468192043202,0.8781402349283359,0.24576880257484116,0.1146346559093947,False,False,up
93,-0.13699578732601175,0.2519166405810315,0.6377636470405862,0.5987431438404249,0.23050379507805516,False,False,down
94,-0.13318847398967587,0.14084861104670696,0.4856848656782998,0.8512474313741611,0.29692843246759865,False,False,down
95,-0.13775068279517258,0.2482364473824339,0.6377636470405862,0.6051344527527887,0.23236314244888925,False,False,down
96,-0.012995431943314062,0.9121184383417417,0.9843088165140743,0.03994876498455376,0.022130968589683372,False,False,down
97,-0.8458957180607523,1.0270504040731879e-07,1.0270504040731878e-06,6.988408242212173,1.1500415433307438,False,True,down
98,0.04049298045330348,0.684976101449452,0.9041502433456505,0.16432458060930608,0.08137890293222891,False,False,up
99,-0.04912828404070026,0.6975434915248159,0.9041502433456505,0.15642870914340906,0.07795793742290232,False,False,down
100,-0.06436799144015312,0.5575338146567728,0.8711465854012075,0.2537287873408,0.11770504839610502,False,False,down
101,0.06989431695275454,0.4581002511015544,0.8454035878388929,0.33903947017111224,0.14901286081618603,False,False,up
102,-0.08314700706044677,0.5501874930277494,0.8711465854012075,0.259489286303243,0.11991933778127109,False,False,down
103,0.046279814697218674,0.7052371898096074,0.9041502433456505,0.15166479378731024,0.0758756818775185,False,False,up
104,-0.052884687548709786,0.7112916754603559,0.9061040451724279,0.14795227399972768,0.07423998043207042,False,False,down
105,0.08104132784159056,0.4649804910394867,0.8454190746172485,0.33256526821034116,0.1467166144432299,False,False,up
106,-0.14540445883611428,0.3005255219082913,0.715536956924503,0.5221186399565031,0.20821285478862694,False,False,down
107,-0.12023232502572541,0.2425626999421262,0.6377636470405862,0.6151759819309521,0.23517293151769453,False,False,down
108,0.11350719078193498,0.22254996013351336,0.6330193070069468,0.6525724791787928,0.24554484062658724,False,False,up
109,-0.1246071871636044,0.34264294118853944,0.7448759591055206,0.46515821068576135,0.19072654589387575,False,False,down
110,0.04444184871077597,0.7177113812890867,0.9084954193532744,0.14405016677889199,0.07251681291612982,False,False,up
111,-0.1697038867841087,0.18497980806064457,0.5691686401865987,0.7328756755236797,0.26699432980510235,False,False,down
112,-0.1031223133905489,0.41168400352132706,0.8013650679763162,0.3854360077107636,0.16490316207451608,False,False,down
113,-0.06664301964533376,0.6524565214291569,0.9021314068821921,0.18544842365639846,0.09034756937549894,False,False,down
114,0.6743701867958636,4.9938667734541435e-11,8.868847163478743e-09,10.30156304795293,1.4777667216588855,False,False,up
115,-0.038038250405632176,0.6855676642037245,0.9041502433456505,0.1639496747328608,0.08122516542715628,False,False,down
116,0.5685597239156072,2.505729842981682e-06,1.8560961799864312e-05,5.601065754581677,1.0011149635967018,False,False,up
